Project_ID,Project_Name,Country,City,Contractor_Name,Equipment_ID,Equipment_Type,Usage_Hours,Downtime_Hours,Maintenance_Status,Material_Type,Quantity_Used,Unit_Cost,Supplier_Name,Project_Budget,Actual_Cost,Currency,Payment_Status,Start_Date,End_Date,Actual_Completion_Date,Delay_Days
GHA-1211,Sunyani District Road,Ghana,Sunyani,Sahara Build Company,,Grader,199.9,1.5,running,Sand,24 bags,12329.77,Cape Build Mart,2243265.1,2357112.66,NGN,Paid,12/18/24,2025-01-08,,two
KEN-0339,Tamale Waterline Project,Ghana,Takoradi,DeltaCore Builders,EQ-7197,Loader,157.2,74.7,ok,Limestone,375.14 tons,843497.41,TerraMix Logistics,27663780.83,42265436.2,NGN,Pending,25-Nov-2024,20-Sep-2025,2026/01/09 00:00,111
GHA-11213,Cape Coast Housing Scheme,Ghana,Sunyani,Build Rite Contractors,EQ-2889,Crane,67.1,72.3,BAD,Cement,63166kg,"GHS 1,161,204.48",Cemex Spply,174442795.98,260472351.65,USD,PARTIAL,2025/02/04 00:00,2026-04-20,19/04/2026,-1
NGA-11214,Ibadan Drainage Expansion,Nigeria,Calabar,Kentech Engineering,EQ-6312,Crane,136.5,42.0,Needs Repair,Gravel,317348kg,15245721.04,Nile Quarrys,"NGN 142,423,404",217366006.08,NGN,Paid,12/09/24,01/04/2025,07/29/25,119
KEN-1215,Thika Bridge Works,Kenya,Eldoret,Kubwa Engr,EQ-9978,Excavator,149.4,12.1,service due,Limestone,72 bags,48853.02,TerraMix Logistics,21755322.57,19186252.81,KES,Paid,07-Feb-2025,17-Jul-2026,02-Jul-2026,N/A
KEN/11216,Nairobi Ring Rd Expansion,Kenya,Kisumu,deltacore builders,,Grader,235.0,52.2,service due,Limestone,99 bags,82843.0,WestStone Materials,9455243.22,12410922.86,ZAR,part-paid,05/09/2025,2026/06/16 00:00,,12
NGA_11217,Calabar Waterfront Works,Nigeria,Enugu,Kentech Eng,EQ-2900,Bulldozer,79.4,20.9,Needs Repair,Cement,208.93 tons,167683.02,West Stone Materials,8914885.34,7177732.91,ZAR,Paid,2024/05/16 00:00,08/28/24,22-Aug-2024,-6
NGA_11218,Kano Industrial Road,Nigeria,Enugu,Sahara Build Co,EQ-6622,Bulldozer,227.7,29.9, needs repair,Steel,19 bags,16354724.11,WESTSTONE MATERIALS,1973052.98,2146052.66,USD,Delayed,09/17/25,13/08/2026,2026-07-18,-26
GHA 11219,Sunyani District Road,Ghana,Cape Coast,Sahara Build Company,EQ-7034,Bulldozer,172.5,0.6,degraded,Cement,302.99 tons,683033.24,Cemex Supply,15642445.89,12362101.42,USD ,delayed,2023/07/29 00:00,06-Nov-2023,02/11/2023,-4
KEN/11220,Machakos Estate Infrastructure,Kenya,Nairobi,Nylestone Construction,EQ-3600,Grader,68.5,78.3,service due,Gravel,438222kg,"KES 3,234,700.68",Terramix Logistcs,39662709.57,60711410.26,kes,Delayed,2023-04-18,04-Jun-2023,,-3
ZAF-1221,Johannesburg Transit Upgrade,South Africa,Polokwane,Deltacore Buildrs,,Loader,222.1,20.6,running,Sand,111.87 tons,747334.96,Savanna Aggregate,30492234.67,41111967.82,USD,delayed,12/01/23,08/09/2024,2024/11/03 00:00,56
NGA-11222,Ibadan Drainage Expansion,Nigeria,Port Harcourt,Sahara Build Co,EQ-9490,Crane,50.4,47.8,degraded,Cement,175.42 tons,"ngn 10,609,730.08",Savanna Aggregate,1887239.77,1708982.0,GHS,Pending,11/06/24,2025/08/12 00:00,2025/09/23 00:00,42
KEN/11223,Kisumu Waterfront Rehab,Kenya,Mombasa,DeltaCore Builders,EQ-3479,Grader,16.3,10.2,RUNNING,Limestone,179596kg,366893.45,Lagos Industrial Supply,5821200.4,6734570.31,USD,partial,25/01/2026,13-Dec-2026,26/04/2027,134
GHA 11224,Kumasi Interchange Works,Ghana,Takoradi,Apex Infra Ltd,EQ-7964,Loader,182.2,60.4,needs repair,Cement,254.52 tons,"GHS 2,419,817.54",Terramix Logistcs,1141984.86,1053192.33,NGN,partial,2024/02/29 00:00,16/06/2024,,-3
NGA11225,Lagos Expressway Upgrade,Nigeria,Port Harcourt,Kubwa Engineering,EQ-6725,Excavator,10.1,67.3,OK,Steel,118.39 tons,17206023.21,West Stone Materials,2106892.32,3213480.21,NGN,PARTIAL,20/05/2023,2024/05/02 00:00,07-Oct-2024,158
NGA-11226,Calabar Waterfront Works,Nigeria,Port Harcourt,Sahara Build Company,EQ8597,Excavator,134.0,30.1,service-needed,Limestone,235 bags,14333743.84,TerraMix Logistics,20792183.33,28697228.96,NGN,partial,02/22/25,04/09/26,2026-06-02,54
GHA11227,Takoradi Logistics Yard,Ghana,Ho,NileStone Construction,EQ-4534,Bulldozer,90.8,63.8,degraded,Steel,253.67 tons,751073.19,Cemex Supplies,19414200.79,24970905.58,USD,PARTIAL,05-Jan-2024,2025-05-13,23/09/2025,133
ZAF 11189,Machakos Estate Infrastructure,Kenya,Nakuru,Apex Infra Ltd,EQ-1648,Grader,71.3,77.4,service due,Cement,416.06 tons,3248124.43,African Steels Trading,334247.08,379920.67,NGN,Pending,2024/05/22 00:00,2025/01/18 00:00,2025-06-28,161
KEN 11229,Machakos Estate Infrastructure,Kenya,Nakuru,Mara Civil Works,EQ-7457,Bulldozer,137.4,25.4,OK,Limestone,168.58 tons,error,AFRICAN STEELS TRADING,83451768.43,114449262.68,NGN,partial,2023-11-22,22/04/2025,2025/12/01 00:00,223
ZAF/11230,Durban Freight Corridor,South Africa,Polokwane,Ubora Construction,,Excavator,-79.0,42.4,ok,Cement,310.52 tons,"ZAR 2,383,942.50",Kilimanjaro Cment,149999679.47,163683048.21,NGN,Pending,03/11/2025,2027-02-02,26/12/2026,-38
ZAF11231,Johannesburg Transit Upgrade,South Africa,Pretoria,DeltaCore Builders,EQ-4794,Excavator,188.5,N/A,service due,Steel,414225kg,24572.65,Kilimanjaro Cment,18131433.44,17010824.52,USD,Paid,2023-02-19,2023/07/16 00:00,24-Dec-2023,161
GHA11232,CAPE COAST HOUSING SCHEME,Ghana,Takoradi,Mara Civil Works,EQ-6053,Bulldozer,217.1,34.6, needs repair,Sand,325.28 tons,2364939.91,Cape Build Mart,,2899850.9,ghs,paid,04/08/25,02/09/26,31-Dec-2025,-40
KEN_11233,Machakos Estate Infrastructure,Kenya,Nairobi,Kentech Engineering,EQ-4820,Excavator,203.6,15.7,BAD,Cement,103 bags,unknown,Cape Buildmart,1722475.38,2514946.13,NGN,Pending,2024/02/29 00:00,2025-08-11,,-3
GHA-1234,Takoradi Logistics Yard,Ghana,Accra,Prime Span Africa,EQ-3802,Loader,215.9,805.9,BAD,Limestone,198.61 tons,122181.66,Cape Build Mart,90794190.09,82612093.24,ZAR,PARTIAL,2024-05-13,10/06/24,,12
ZAF-11235,Port Elizabeth Harbour Road,South Africa,Polokwane,Apex Infrastucture,EQ-5813,Bulldozer,6.0,21.5,service due,Limestone,403094kg,277369.77,Cemex Supplies,5585971.41,6000955.22,ZAR,delayed,04-Jul-2023,09/15/24,2025/03/04 00:00,170
NGA-11236,Benin City Flyover Phase,Nigeria,Port Harcourt,Kentech Eng,EQ-6046,Bulldozer,179.7,15.8,needs repair,Cement,354412kg,16961181.23,Cemex Supplies,,19625653.35,USD,PARTIAL,08/06/23,2024/09/22 00:00,08/26/24,-27
ZAF-1237,Pretoria Civic Build,South Africa,Port Elizabeth,Kubwa Engr,EQ-3087,Excavator,11.5,74.9,Needs Repair,Cement,447 bags,3994562.17,Kilimanjaro Cement,"ZAR 27,506,701",21227705.66,USD,PARTIAL,24-May-2023,24/05/2024,17-Oct-2024,146
ZAF-11238,Pretoria Civic Build,South Africa,Durban,Prime Span Africa,EQ-3228,Crane,128.9,26.1, needs repair,Limestone,262 bags,3818104.13,Lagos Ind. Supply,29817011.02,26158064.79,KES,paid,2025-05-02,06/05/2026,15/04/2026,-21
KEN/11239,Kisumu Waterfront Rehab,Kenya,Nairobi,mara civil wroks,EQ-1609,Bulldozer,94.2,20.2,ok,Gravel,449861kg,"usd 171,652.45",Savanna Aggregates,198427182.19,231759995.82,NGN,Pending,2024/08/17 00:00,21-Jan-2026,03/03/26,41
NGA-11240,Jos Regional Access Road,Nigeria,Abuja,Mara Civil Works,EQ-8393,Loader,30.4,57.3,bad,Limestone,256346kg,"53,034",Cemex Supplies,6209316.69,7740046.93,ZAR,Pending,03/26/25,2025/05/14 00:00,2025-11-05,175
ZAF/11241,Durban Freight Corridor,South Africa,Bloemfontein,DeltaCore Builders,EQ9118,Bulldozer,58.1,N/A,OK,Limestone,300 bags,842292.82,Cape Buildmart,647155.76,614641.08,KES,PARTIAL,26/05/2025,2025-09-16,2025-09-03,-13
KEN 11242,Nakuru Junction Upgrade,Kenya,Nakuru,DeltaCore Builders,EQ-2318,Bulldozer,186.9,32.8,SERVICED,Sand,395587kg,1597124.74,Cape Build Mart,23823362.56,30379806.72,USD,partial,10/24/25,11/03/26,2027-04-22,170
ZAF 11243,Bloemfontein Utilities Upgrade,South Africa,Cape Town,Build Rite Contrctors,,Excavator,47.2,4.0,ok,Steel,175.42 tons,2374424.99,Kilimanjaro Cment,24798698.85,20418323.77,KES,PENDING,2024-10-03,19/12/2024,,0
GHA11244,Tamale Waterline Project,Ghana,Accra,Mara Civil Works,EQ-3576,Bulldozer,2120.6,783.3,running,Steel,80649kg,1023023.1,Afri Steel Traders,"NGN 91,697,088",119880155.58,NGN,delayed,11/01/2026,21/06/2027,08/02/2028,120
KEN/11245,Mombasa Port Access Road,Kenya,Nakuru,Apex Infra Ltd,EQ-2760,Excavator,n/a,23.1,degraded,Sand,220.75 tons,119465.98,Cemex Supplies,,2508492.81,ZAR,paid,2023/05/02 00:00,2024/06/02 00:00,2024/09/09 00:00,two
GHA_11246,Ho Market Redevelopment,Ghana,Cape Coast,Sahara Build Co,EQ-8635,Excavator,133.3,44.9,bad ,Steel,135 bags,"441,685",Savanna Aggregate,2287772.95,3746514.38,NGN,PENDING,2025/06/30 00:00,05/01/2026,,12
NGA_11247,LAGOS EXPRESSWAY UPGRADE,Nigeria,Port Harcourt,Sahara Build Co,EQ-6024,Bulldozer,218.0,52.2,SERVICED,Sand,358 bags,198867.64,WestStone Material,206889716.56,214397538.9,ZAR,paid,05-May-2023,2024/02/24 00:00,04/27/24,63
KEN11248,Nakuru Junction Upgrade,Kenya,Machakos,Sahara Build Co,EQ-6889,Bulldozer,-45.5,71.8,bad,Cement,213.04 tons,"2,499",Cape Build Mart,16618944.25,15676971.17,USD,PARTIAL,2024-05-10,17-Nov-2024,2024-11-20,-10
KEN_11249,Kisumu Waterfront Rehab,Kenya,Kisumu,Apex Infrastucture,EQ-7737,Bulldozer,225.5,15.3,ok ,Steel,229 bags,353830.71,African Steels Trading,214539490.22,181611053.89,KES,partial,08-Jun-2024,10/09/2024,2024-12-06,87
KEN-1250,Nairobi Ring Road Expansion,Kenya,Eldoret,Ubora Constructions,EQ-3779,Crane,148.8,70.5,Needs Repair,Sand,19.05 tons,147291.41,African Steel Traders,1037494.85,866602.87,NGN,Paid,23/11/2023,01/05/2024,02-Oct-2024,154
GHA-11251,Tamale Waterline Project,Ghana,Tamale,Sahara Build Co,EQ-6340,Excavator,192.4,59.0,OK,Gravel,345.52 tons,33760.74,Afri Steel Traders,15132313.6,13042062.91,usd,paid,2025/05/20 00:00,10-Oct-2026,11/17/26,38
GHA 11252,Ho Market Redevelopment,Ghana,Sunyani,Prime Span Africa,EQ-5087,Crane,43.9,65.9,ok ,Cement,48.5 tons,"GHS 669,695.31",Nile Quarrys,26220070.95,28744038.87,GHS,part-paid,16-Jan-2024,04/04/2024,2024-08-08,126
KEN11253,Nairobi Ring Road Expansion,Kenya,Nairobi,Mara Civil Works,EQ-3295,Grader,212.8,37.1,bad,Steel,178 bags,2528435.11,African Steels Trading,44210826.13,44696308.35,USD,Paid,23-Nov-2023,03/05/24,2024-06-10,97
KEN/10500,Nairobi Ring Road Expansion,Kenya,Eldoret,Nylestone Const.,EQ-7335,Loader,238.0,61.8,ok,Cement,137189kg,3301716.36,WestStone Material,37920490.64,45304400.76,USD,PENDING,07/28/24,2025/11/06 00:00,30-Oct-2025,-7
GHA-1255,Takoradi Logistics Yard,Ghana,Cape Coast,PrimeSpan Africa,EQ-1599,Crane,47.2,36.2,Needs Repair,Cement,220.51 tons,"GHS 1,571,128.74",Cape Build Mart,205533136.75,167165120.29,ghs,PARTIAL,2025-12-12,2027/01/28 00:00,2027/04/02 00:00,64
GHA-11256,Accra Coastal Bypass,Ghana,Ho,Apex Infrastructure,,Loader,172.9,51.6,SERVICED,Cement,223704kg,1889336.58,Cape Build Mart,15235008.41,12191548.84,USD,Delayed,2024-04-04,2025/07/09 00:00,2025-12-02,146
NGA11257,Jos Regional Access Road,Nigeria,Lagos,Build Rite Contractors,EQ-7171,Crane,62.5,54.5,ok ,Steel,322 bags,12242.38,cape build mart,unknown,21138689.96,ZAR,PARTIAL,2023-09-15,01/10/25,2025/03/03 00:00,52
KEN 10713,Kumasi Interchange Works,Ghana,Ho,KUBWA ENGINEERING,EQ-6471,Crane,123.8,35.0,SERVICED,Cement,129300kg,1551514.58,TerraMix Logistics,482305.21,501878.41,ZAR,Paid,17-Feb-2023,2023/12/06 00:00,03/06/2024,180
GHA_11259,Tamale Waterline Project,Ghana,Kumasi,Deltacore Buildrs,EQ-6414,Grader,207.9,3.3,Needs Repair,Limestone,315381kg,"1,048,960",Nile Quarrys,256237.64,351744.68,USD,Pending,2025/04/20 00:00,2025/11/26 00:00,2026-04-22,147
ZAF/11260,Johannesburg Transit Upgrade,South Africa,Durban,Apex Infra Ltd,EQ-7492,Excavator,134.7,63.1,OK,Gravel,127 bags,727436.02,Savanna Aggregate,186098005.99,186098005.99,GHS,Paid,14/03/2024,17-Jul-2024,11/10/2024,86
GHA-11261,Cape Coast Housing Scheme,Ghana,Cape Coast,Kentech Engineering,EQ-1915,Excavator,54.5,61.8,degraded,Steel,412 bags,145649.02,WestStone Material,1239945.4,1000945.51,USD,Paid,2024/02/08 00:00,10-Apr-2025,05/27/25,47
KEN/11262,Thika Bridge Works,Kenya,Kisumu,Kubwa Engineering,EQ-8958,Bulldozer,237.3,7.8,Needs Repair,Sand,195911kg,1113646.59,Lagos Industrial Supply,11773388.45,17070278.91,ZAR,PARTIAL,13/03/2025,08/14/26,,-15
ZAF-11263,Bloemfontein Utilities Upgrade,South Africa,Bloemfontein,PrimeSpan Africa,EQ-3341,Crane,235.7,68.3, needs repair,Cement,218 bags,1745103.95,Savanna Aggregates,28250819.8,22202442.71,GHS,on hold,2023/06/04 00:00,01/12/24,15-Jan-2024,3
ZAF11264,Cape Town Coastal Works,South Africa,Cape Town,Kentech Eng,EQ-1628,Grader,131.4,,BAD,Sand,332.02 tons,3329921.08,Savanna Aggregate,711304.13,711304.13,ghs,pending,16-Jan-2026,05/18/26,04/19/26,-29
KEN-11265,Mombasa Port Access Road,Kenya,Eldoret,BuildRight Contractors,EQ-4934,Grader,191.6,41.2,service due,Cement,394283kg,"18,824",Nile Quarries,588636.86,887546.07,ZAR,,14/09/2025,2026/07/16 00:00,12/16/26,153
KEN11266,Thika Bridge Works,Kenya,Thika,Kentech Eng,EQ-4836,Excavator,99.4,31.8,degraded,Sand,38.82 tons,"3,443,717",Afri Steel Traders,40405202.02,40575968.43,USD,Pending,2025-12-22,2027/04/06 00:00,2027-08-18,134
ZAF11267,Durban Freight Corridor,South Africa,Pretoria,UBORA CONSTRUCTION,EQ-5515,Grader,1171.4,N/A,running,Sand,190395kg,2841750.28,Lagos Ind. Supply,1876923.86,2165798.3,ZAR,pending,2023/07/22 00:00,07/01/24,10/09/24,N/A
KEN11268,Thika Bridge Works,Kenya,Mombasa,Apex Infrastucture,EQ-3767,Crane,9.9,4.3,service due,Sand,308 bags,1179280.56,AFRICAN STEEL TRADERS,19342408.78,29835469.67,KES,delayed,12/08/25,2026-11-03,2027-02-12,101
KEN_11269,Nakuru Junction Upgrade,Kenya,Eldoret,NileStone Construction,EQ-3332,Crane,230.2,18.9,needs repair,Steel,271664kg,"USD 105,774.35",Lagos Industrial Supply,551850.91,403310.56,GHS ,Delayed,03-Sep-2025,2026/05/12 00:00,07/05/26,54
ZAF/10304,Ho Market Redevelopment,Ghana,Ho,Sahara Build Company,EQ-7554,Grader,45.3,64.8,needs repair,Sand,342 bags,2228284.11,Cemex Supplies,569552.17,565121.73,ZAR,partial,2025/10/18 00:00,2026/01/09 00:00,2026-06-10,N/A
ZAF_11271,Pretoria Civic Build,South Africa,Bloemfontein,Kentech Eng,EQ-4946,Loader,40.7,63.7,SERVICED,Steel,264 bags,"ZAR 2,936,817.22",TerraMix Logistics,1957988.48,3031157.38,NGN,delayed,03/04/2024,27-Sep-2024,11/09/2024,15
NGA-1272,Port Harcourt Port Link,Nigeria,Enugu,Kubwa Engineering,EQ-6965,Grader,123.4,63.1,Needs Repair,Cement,438 bags,15436901.82,Nile Quarrys,195716405.87,159905080.39,GHS,Partial,2024-08-03,28/09/2025,2025-09-11,-17
KEN-1273,Thika Bridge Workz,Kenya,Nakuru,PrimeSpan Africa,,Bulldozer,232.7,32.1,service due,Steel,314.22 tons,1323707.61,Savanna Aggregates,27127466.92,29275623.75,ZAR,part-paid,11-Dec-2023,09/02/24,02/11/25,162
GHA/11274,Tamale Waterline Project,Ghana,Kumasi,Mara Civil Works,EQ-7739,Excavator,185.2,71.9,Needs Repair,Limestone,78 bags,1053835.87,Cape Buildmart,12244395.38,20909955.58,ZAR,Paid,11/01/2025,2025/12/03 00:00,2025/12/05 00:00,2
KEN-1275,Mombasa Port Access Road,Kenya,Eldoret,Kentech Eng,EQ-9489,Loader,5.8,19.2,Needs Repair,Limestone,377.6 tons,90252.76,Afri Steel Traders,21405232.44,21405232.44,GHS,Pending,13-Mar-2024,2025-06-29,10/05/25,98
NGA_11276,Ibadan Drainage Expansion,Nigeria,Lagos,Sahara Build Company,EQ-9419,Bulldozer,46.1,0.3,service-needed,Limestone,45793kg,5751844.54,Savanna Aggregate,494478.97,516250.1,USD,PARTIAL,2023-11-07,18-Aug-2024,01/25/25,160
NGA_11277,Benin City Flyover Phase,Nigeria,Benin City,Kubwa Engr,EQ-3868,Crane,5.1,17.7,OK,Gravel,,6650663.61,WestStone Materials,2180334.87,3258188.68,ghs,partial,2025-09-20,2026/11/28 00:00,03/24/27,116
KEN-1278,Thika Bridge Works,Kenya,Nakuru,Sahara Build Company,EQ-8365,Bulldozer,226.4,18.5,Needs Repair,Limestone,339668kg,"KES 290,289.81",Lagos Industrial Supply,"USD 1,375,065",2069086.98,ZAR,PARTIAL,23/05/2025,20-Jul-2025,,4
KEN/11279,Eldoret Industrial Spur,Kenya,Eldoret,Build Rite Contractors,EQ-1049,Crane,84.7,48.6,bad,Steel,425302kg,"KES 1,695,154.19",West Stone Materials,22440947.45,32410946.64,GHS,paid,14-Jul-2023,02/03/24,2024-04-02,59
KEN 11280,Kisumu Waterfront Rehab,Kenya,Thika,Mara Civil Wroks,EQ-6975,Bulldozer,140.2,2.0, needs repair,Steel,416.73 tons,3059719.39,African Steel Traders,"USD 1,190,174",1588120.63,GHS,delayed,03/03/2025,04/03/26,13-Jun-2026,71
ZAF-1281,Bloemfontein Utilities Upgrade,South Africa,Polokwane,Sahara Build Company,EQ-1487,Grader,196.3,28.0,BAD,Steel,43 bags,"ZAR 3,807,787.95",Afri Steel Traders,9631153.66,8516757.01,GHS,Delayed,2025-11-03,2026/10/30 00:00,2027/07/09 00:00,0
ZAF/11282,Pretoria Civic Build,South Africa,Johannesburg,BuildRight Contrctors,EQ-9066,Loader,228.1,40.3,ok,Limestone,101 bags,1651240.25,Terramix Logistcs,172433660.65,131637983.34,ZAR,pending,2023-07-08,20/04/2024,2024/07/21 00:00,92
GHA-1283,Cape Coast Housing Scheme,Ghana,Tema,BuildRight Contractors,EQ-9127,Loader,173.6,69.7,degraded,Limestone,141 bags,"1,629,169",Afri Steel Traders,14040295.35,20956638.33,USD,pending,2025/10/20 00:00,29-Jan-2027,2027/01/18 00:00,-11
KEN-1284,Nakuru Junction Upgrade,Kenya,Machakos,Mara Civil Works,EQ2861,Crane,64.2,53.5,degraded,Limestone,420 bags,1308449.4,AFRI STEEL TRADERS,1434074.59,1434074.59,GHS,PARTIAL,16-Mar-2024,17/01/2025,2025-02-01,15
NGA 11285,Port Harcourt Port Link,Nigeria,Port Harcourt,Sahara Build Co,EQ-4435,Bulldozer,106.9,715.3,service-needed,Sand,214.86 tons,8524032.83,Terramix Logistcs,"NGN 169,980,638",210332877.57,ZAR,PARTIAL,07-Aug-2024,19/01/2025,2025-02-26,38
NGA-11286,Ibadan Drainage Expansion,Nigeria,Lagos,PrimeSpan Africa,EQ-5550,Excavator,196.0,N/A,degraded,Steel,430420kg,16063236.21,Lagos Ind. Supply,3330534.89,2832845.07,ZAR,partial,04/07/23,18/03/2024,2024/07/15 00:00,119
ZAF-11287,Pretoria Civic Build,South Africa,Pretoria,Sahara Build Co,EQ4592,Loader,1782.5,13.6,service due,Sand,28997kg,3012988.86,Savanna Aggregate,249468.78,347359.01,KES,Paid,2023-01-03,11/25/23,2024/03/10 00:00,106
KEN 11288,Nakuru Junction Upgrade,Kenya,Machakos,KUBWA ENGR,EQ5518,Loader,30.1,,Needs Repair,Gravel,,"988,052",Lagos Ind. Supply,27817197.98,29657163.9,KES,part-paid,2025-03-08,2025-08-04,28-Oct-2025,85
NGA_11289,Enugu Housing Spine,Nigeria,Ibadan,Kentech Engineering,EQ-1210,Bulldozer,97.8,74.4,running,Steel,124709kg,"NGN 12,741,922.16",TERRAMIX LOGISTICS,6359193.7,6812801.27,GHS,Delayed,01/02/26,2027-01-13,06/04/27,142
NGA 11290,Jos Regional Access Road,Nigeria,Enugu,DeltaCore Builders,EQ-4148,Excavator,56.0,1.3,service due,Sand,many,"NGN 8,062,643.39",Cemex Supply,74620.71,113459.85,ZAR,PENDING,2024/12/17 00:00,27-May-2025,2025/08/19 00:00,15
KEN-11291,Eldoret Industrial Spur,Kenya,Eldoret,Deltacore Buildrs,EQ-7885,Bulldozer,168.7,45.3,bad,Steel,412922kg,3205612.45,WestStone Materials,7123003.5,10993858.3,KES,Delayed,01/01/25,01-May-2025,,0
KEN_10582,Polokwane Industrial Estate,South Africa,Cape Town,Kentech Engineering,EQ-2562,Crane,183.2,17.8,BAD,Sand,291 bags,1745705.2,Savanna Aggregates,24303014.62,19488763.14,USD,PENDING,18/09/2023,10/19/24,2025/02/15 00:00,119
KEN 11293,Mombasa Port Access Road,Kenya,Mombasa,Mara Civil Works,EQ-6038,Bulldozer,223.5,65.2,degraded,Limestone,358384kg,1328259.36,WestStone Material,13760735.45,13760735.45,NGN,paid,04/08/2024,07/06/2025,09/01/25,86
GHA/10053,Mombasa Port Access Road,Kenya,Kisumu,Apex Infrastructure,EQ-6706,Grader,189.3,76.8,Needs Repair,Gravel,18.7 tons,"KES 1,570,700.07",Terramix Logistcs,477870.59,531422.37,USD,Paid,2025/05/28 00:00,2025/09/06 00:00,17-Dec-2025,102
GHA_11295,Accra Coastal Bypass,Ghana,Sunyani,Kubwa Engineering,EQ9219,Bulldozer,30.1,none,Needs Repair,Limestone,124 bags,174068.71,WestStone Material,1222791.25,1044236.4,NGN,partial,15-Feb-2023,10/04/23,2023-09-30,-4
ZAF-1296,Durban Freight Corridor,South Africa,Durban,Kentech Eng,EQ-2288,Excavator,665.6,59.6,SERVICED,Steel,12t,1770377.1,Cemex Spply,21815882.41,22313570.96,NGN,delayed,26-Sep-2023,2024/01/01 00:00,05/06/2024,156
NGA-11297,Lagos Expressway Upgrade,Nigeria,Ibadan,Mara Civil Works,EQ-2253,Bulldozer,89.1,13.5,ok,Sand,438509kg,"17,489,731",African Steel Traders,36236032.62,49827724.32,NGN,Paid,2023/12/29 00:00,04/06/2025,01-Jun-2025,-3
NGA-11298,Calabar Waterfront Works,Nigeria,Port Harcourt,NileStone Construction,EQ-1542,Grader,230.7,40.4,ok ,Limestone,436 bags,"USD 40,411.46",Afri Steel Traders,10014295.49,7532098.94,GHS,Paid,2026/01/01 00:00,14-Nov-2026,28/04/2027,165
KEN/11299,Nakuru Junction Upgrade,Kenya,Nakuru,NileStone Const.,EQ-3609,Crane,-30.0,26.6,Needs Repair,Sand,169 bags,N/A,Lagos Industrial Supply,12258307.08,12809698.16,ZAR,paid,2024-12-16,11/26/25,2025-12-06,10
ZAF 11300,Johannesburg Transit Upgrade,South Africa,Durban,Kubwa Engineering,,Bulldozer,225.4,29.0,needs repair,Cement,230318kg,"ZAR 13,527.58",Cemex Supply,35650780.84,47482318.15,USD,PENDING,11/02/25,10/06/26,12/31/26,86
KEN_11301,Eldoret Industrial Spur,Kenya,Mombasa,DeltaCore Builders,EQ-8288,Crane,173.2,6.3,service due,Cement,304.88 tons,unknown,Lagos Industrial Supply,40384579.37,54580860.83,GHS,delayed,2024-10-05,06/12/2024,12/07/24,-45
GHA11302,Ho Market Redevelopment,Ghana,Tamale,Build Rite Contractors,EQ-5619,Loader,194.2,,OK,Limestone,89.32 tons,129256.62,Afri Steel Traders,35029065.39,51844645.74,ZAR,delayed,03/13/24,2025/08/22 00:00,02/02/2026,164
ZAF 11303,Johannesburg Transit Upgrade,South Africa,Port Elizabeth,Mara Civil Works,EQ-4121,Excavator,121.2,44.3,SERVICED,Gravel,65 bags,733431.8,Kilimanjaro Cment,39673832.84,41463791.25,GHS,delayed,2023/04/23 00:00,21-Nov-2023,03/12/2023,12
KEN 11304,Eldoret Industrial Spur,Kenya,Nairobi,Build Rite Contractors,EQ-8459,Grader,1111.6,4.4,SERVICED,Limestone,117 bags,"KES 3,412,156.95",Terramix Logistcs,3893105.57,3221497.59,GHS,Paid,2024/04/24 00:00,2024-07-04,2024/09/19 00:00,77
NGA-11305,Ibadan Drainage Expansion,Nigeria,Kano,Deltacore Buildrs,EQ-5173,Grader,191.1,30.5,Needs Repair,Sand,443.49 tons,16229544.14,TerraMix Logistics,28358702.88,39184007.85,KES,on hold,07-Sep-2024,11/06/25,,0
GHA-11306,Takoradi Logistics Yard,Ghana,Tema,Kubwa Engr,EQ-7749,Grader,182.8,9.8,needs repair,Sand,233235kg,"959,586",Savanna Aggregates,,134927600.32,usd,Partial,2025/08/09 00:00,2026/11/26 00:00,07/01/2027,42
KEN 11307,Kisumu Waterfront Rehab,Kenya,Kisumu,SAHARA BUILD CO,EQ-3940,Crane,222.6,63.0,service due,Gravel,131.98 tons,"KES 1,762,788.30",Afri Steel Traders,32679726.25,51858040.08,GHS,paid,05/22/25,2026/02/09 00:00,03-May-2026,83
GHA-11308,Tamale Waterline Project,Ghana,Kumasi,Deltacore Buildrs,EQ-8848,Loader,227.1,13.3,ok ,Limestone,95960kg,1976377.14,Kilimanjaro Cement,1618215.87,1290059.56,KES,Paid,2025-10-15,2026/01/26 00:00,2026/07/19 00:00,174
KEN_11309,Kisumu Waterfront Rehab,Kenya,Kisumu,Ubora Constructions,EQ-3923,Bulldozer,182.8,2.1,running,Gravel,300 bags,2764004.6,Nile Quarries,134696.88,106690.48,ngn,Paid,16/12/2024,29-Mar-2025,22-Aug-2025,146
KEN-11310,Machakos Estate Infrastructure,Kenya,Eldoret,Kubwa Engr,EQ-3335,Crane,173.4,64.1,ok,Cement,147 bags,"105,668",African Steel Traders,5229358.48,5950809.68,KES,Pending,17-Dec-2023,27-Mar-2024,2024-03-04,-23
GHA 11311,Accra Coastal Bypass,Ghana,Ho,Prime Span Africa,EQ-1489,Crane,131.9,63.5,degraded,Limestone,335 bags,"512,894",West Stone Materials,20839167.44,20839167.44,ZAR,paid,2024/01/03 00:00,2024-04-08,2024-04-21,13
